MSSubClass,LotFrontage,LotArea,Street,LotShape,Utilities,LandSlope,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageYrBlt,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SalePrice,GarageYrBlt_missing_ind,LotFrontage_missing_ind,MasVnrArea_missing_ind,1stFlrSF_log,1stFlr_2ndFlr_SF,OverallGrade,SimplGarageQual
85,73.0,9069,2,4,4,3,6,6,1992,1992,0.0,3,3,4,3,6,747,1,0,189,936,5,996,0,0,996,1,0,1,0,2,1,4,5,8,0,1992.0,2,564,3,3,2,120,0,0,0,0,0,0,4,2010,147000,0,0,0,6.903747257584598,996,36,1
160,69.79733110925771,1974,2,4,4,3,4,5,1973,1973,0.0,3,3,3,3,4,334,1,0,212,546,3,546,546,0,1092,0,0,1,1,3,1,3,6,8,0,1973.0,1,286,3,3,2,120,96,0,0,0,0,0,5,2010,83500,0,1,0,6.302618975744905,1092,20,1
60,85.0,10574,2,4,4,3,8,5,2005,2006,0.0,4,3,4,3,1,0,1,0,1082,1082,5,1082,871,0,1953,0,0,2,1,3,1,4,9,8,1,2005.0,3,1043,3,3,2,160,50,0,0,0,0,0,5,2009,252000,0,0,0,6.9865664594064265,1953,40,1
160,24.0,2522,2,4,4,3,7,5,2004,2004,50.0,4,3,4,3,1,0,1,0,970,970,5,970,739,0,1709,0,0,2,0,3,1,4,7,4,0,2004.0,2,380,3,3,2,0,40,0,0,0,0,0,4,2006,137500,0,0,0,6.877296071497429,1709,35,1
120,37.0,3316,2,3,4,3,8,5,2005,2005,0.0,4,3,4,3,6,1039,1,0,208,1247,5,1247,0,0,1247,1,0,1,1,1,1,4,4,8,1,2005.0,2,550,3,3,2,0,84,0,0,0,0,0,4,2006,197000,0,0,0,7.1284959456800365,1247,40,1
90,60.0,8544,2,4,4,3,3,4,1950,1950,0.0,3,3,0,0,0,0,0,0,0,0,2,1040,0,0,1040,0,0,2,0,2,2,3,6,8,0,1987.0,2,400,3,3,2,0,0,0,0,0,0,0,6,2009,92900,0,0,0,6.946975992135418,1040,12,1
160,24.0,2160,2,4,4,3,7,5,1999,2000,212.0,4,3,4,3,4,510,1,0,90,600,5,624,628,0,1252,1,0,2,1,2,1,4,4,8,0,1999.0,2,462,3,3,2,0,48,0,0,0,0,0,3,2008,160000,0,0,0,6.436150368369428,1252,35,1
50,60.0,8400,2,4,4,3,6,5,1925,1950,0.0,3,3,3,3,3,423,1,0,758,1181,2,1390,304,0,1694,0,0,2,0,4,1,3,7,8,1,1925.0,2,576,3,3,2,342,0,128,0,0,0,0,6,2008,136500,0,0,0,7.237059026124737,1694,30,1
20,71.0,9230,2,4,4,3,5,8,1965,1998,166.0,3,3,3,3,6,661,1,0,203,864,4,1200,0,0,1200,1,0,1,1,1,1,4,6,8,0,1977.0,2,884,3,3,2,0,64,0,0,0,0,0,10,2006,146000,0,0,0,7.090076835776092,1200,40,1
20,74.0,5868,2,4,4,3,5,7,1956,2000,0.0,3,3,3,3,4,248,3,240,448,936,5,936,0,0,936,1,0,1,0,2,1,3,4,8,0,1956.0,1,308,3,3,2,0,0,80,0,160,0,0,5,2010,129000,0,0,0,6.841615476477592,936,35,1
20,78.0,9317,2,3,4,3,6,5,2006,2006,0.0,4,3,4,3,6,24,1,0,1290,1314,4,1314,0,0,1314,0,0,2,0,3,1,4,6,8,1,2006.0,2,440,3,3,2,0,22,0,0,0,0,0,3,2007,176432,0,0,0,7.1808311990445555,1314,30,1
70,60.0,6882,2,4,4,3,6,7,1914,2006,0.0,3,3,3,3,1,0,1,0,684,684,3,773,582,0,1355,0,0,1,1,3,1,4,7,8,0,1900.0,0,0,0,0,2,136,0,115,0,0,0,0,3,2007,127000,1,0,0,6.650279048587422,1355,42,0
120,69.79733110925771,3696,2,4,4,3,8,5,1986,1986,0.0,4,3,4,3,1,0,1,0,1074,1074,5,1088,0,0,1088,0,0,1,1,2,1,4,5,8,0,1987.0,2,461,3,3,2,0,74,137,0,0,0,0,10,2007,170000,0,1,0,6.992096427415888,1088,40,1
50,50.0,6000,2,4,4,3,4,6,1936,1950,0.0,3,3,3,3,4,672,1,0,0,672,3,757,567,0,1324,0,0,1,0,3,1,3,6,8,0,1936.0,1,240,3,3,2,0,0,0,0,0,0,0,7,2009,128000,0,0,0,6.6293632534374485,1324,24,1
20,82.0,11880,2,3,4,3,7,5,1978,1978,206.0,3,3,4,3,5,704,1,0,567,1271,3,1601,0,0,1601,0,0,2,0,3,1,3,7,8,1,1978.0,2,478,3,3,2,0,0,0,0,0,0,0,4,2009,157000,0,0,0,7.3783837129967145,1601,35,1
30,60.0,8400,2,4,4,3,2,5,1920,1950,0.0,3,3,3,2,3,290,1,0,0,290,3,438,0,0,438,0,0,1,0,1,1,2,3,8,0,1930.0,1,246,3,3,0,0,0,0,0,0,0,0,1,2009,60000,0,0,0,6.082218910376446,438,10,1
20,61.0,9758,2,3,4,3,5,5,1971,1971,0.0,3,3,3,3,4,412,2,287,251,950,3,950,0,0,950,0,0,1,0,3,1,3,5,8,0,1981.0,1,280,3,3,2,0,0,0,0,0,0,0,7,2007,119500,0,0,0,6.856461984594587,950,25,1
20,70.0,7000,2,4,4,3,5,7,1960,2002,45.0,3,3,3,3,3,588,1,0,422,1010,5,1134,0,0,1134,0,0,1,0,2,1,3,6,8,0,1960.0,1,254,3,3,2,0,16,0,0,0,0,0,4,2007,135000,0,0,0,7.033506484287697,1134,35,1
20,79.0,8910,2,4,4,3,6,6,1959,1959,0.0,3,3,3,3,5,655,1,0,0,655,5,1194,0,0,1194,0,1,1,0,3,1,3,6,8,1,1954.0,2,539,3,3,2,0,0,192,0,0,0,0,7,2006,159500,0,0,0,7.085064293952548,1194,36,1
160,24.0,2016,2,4,4,3,5,5,1970,1970,304.0,3,3,3,3,1,0,1,0,630,630,3,630,672,0,1302,0,0,2,1,3,1,3,6,8,0,1970.0,2,440,3,3,2,0,0,0,0,0,0,0,4,2007,106000,0,0,0,6.4457198193855785,1302,25,1
60,98.0,12256,2,3,4,3,8,5,1994,1995,362.0,4,3,5,3,6,1032,1,0,431,1463,5,1500,1122,0,2622,1,0,2,1,3,1,4,9,8,2,1994.0,2,712,3,3,2,186,32,0,0,0,0,0,4,2010,325000,0,0,0,7.313220387090301,2622,40,1
20,114.0,10357,2,3,4,3,7,5,1990,1991,0.0,4,3,4,3,6,738,1,0,172,910,4,1442,0,0,1442,1,0,2,0,3,1,4,6,8,1,1990.0,2,719,3,3,2,0,244,0,0,0,0,0,5,2007,179900,0,0,0,7.273786317844895,1442,35,1
60,168.0,23257,2,1,4,3,7,5,2006,2006,0.0,4,3,5,4,1,0,1,0,868,868,5,887,1134,0,2021,0,0,2,1,3,1,4,9,8,1,2006.0,2,422,3,3,2,0,100,0,0,0,0,0,9,2006,274725,0,0,0,6.787844982309579,2021,35,1
60,69.79733110925771,8063,2,4,4,3,6,5,2000,2000,0.0,3,3,4,3,1,0,1,0,924,924,5,948,742,0,1690,0,0,2,1,3,1,3,7,8,1,2000.0,2,463,3,3,2,100,48,0,0,0,0,0,11,2007,181000,0,1,0,6.854354502255021,1690,30,1
20,107.0,11362,2,3,4,3,8,5,2004,2005,42.0,4,3,5,3,6,1039,1,0,797,1836,5,1836,0,0,1836,1,0,2,0,3,1,4,7,8,1,2004.0,3,862,3,3,2,125,185,0,0,0,0,0,3,2009,280000,0,0,0,7.515344571180436,1836,40,1
60,69.79733110925771,8000,2,4,4,3,6,5,1995,1996,0.0,3,3,4,3,6,219,1,0,554,773,4,773,885,0,1658,1,0,2,1,3,1,3,8,8,1,1995.0,2,431,3,3,2,224,84,0,0,0,0,0,6,2008,188000,0,1,0,6.650279048587422,1658,30,1
60,80.0,10480,2,4,4,3,7,6,1976,1976,660.0,3,3,3,3,5,403,1,0,400,803,3,1098,866,0,1964,0,0,2,1,4,1,3,8,8,1,1976.0,2,483,3,3,2,0,69,0,0,0,0,0,9,2008,205000,0,0,0,7.001245622069476,1964,42,1
20,73.0,7100,2,3,4,3,5,7,1957,1957,0.0,3,3,3,3,6,708,1,0,108,816,3,816,0,0,816,1,0,1,0,2,1,3,5,8,0,1957.0,1,308,3,3,2,0,0,0,0,0,0,0,7,2006,129900,0,0,0,6.704414354964107,816,35,1
20,66.0,8923,2,4,4,3,5,7,1953,2006,0.0,3,3,3,3,4,643,1,0,365,1008,4,1008,0,0,1008,1,0,1,0,2,1,4,6,8,0,1953.0,1,240,3,3,2,0,18,0,0,0,0,0,5,2007,134500,0,0,0,6.915723448631314,1008,35,1
20,90.0,5400,2,4,4,3,5,7,1954,2000,0.0,3,4,3,3,3,415,1,0,418,833,5,833,0,0,833,0,0,1,0,2,1,4,4,8,0,1955.0,1,326,3,3,2,0,0,0,0,0,0,0,8,2006,117000,0,0,0,6.725033642166843,833,35,1
20,93.0,12085,2,4,4,3,8,5,2007,2007,328.0,4,3,5,3,6,1004,1,0,730,1734,5,1734,0,0,1734,1,0,2,0,3,1,5,7,8,1,2007.0,3,928,3,3,2,0,0,0,0,0,0,0,11,2007,318000,0,0,0,7.458186157340487,1734,40,1
80,69.79733110925771,7750,2,4,4,3,8,5,2002,2002,0.0,4,3,4,3,6,353,1,0,55,408,5,779,640,0,1419,1,0,2,1,3,1,4,7,8,1,2002.0,2,527,3,3,2,120,0,0,0,0,0,0,3,2009,184100,0,1,0,6.658011045870748,1419,40,1
20,57.0,9764,2,3,4,3,5,7,1967,2003,0.0,3,3,3,3,4,702,1,0,192,894,5,894,0,0,894,1,0,1,0,3,1,4,5,8,0,1967.0,2,450,3,3,2,0,0,0,0,0,0,0,5,2008,130000,0,0,0,6.795705775173514,894,35,1
80,85.0,13825,2,4,4,3,5,6,1958,1987,0.0,3,4,3,3,1,0,1,0,533,533,3,1021,580,0,1601,0,1,1,0,3,1,3,6,6,0,1958.0,1,300,3,3,2,280,34,0,0,0,0,0,12,2008,140000,0,0,0,6.928537818164665,1601,30,1
20,70.0,7560,2,4,4,3,5,5,1959,1959,0.0,3,3,3,3,2,369,1,0,671,1040,3,1040,0,0,1040,0,0,1,0,3,1,3,6,8,0,1959.0,1,286,3,3,2,140,0,252,0,0,0,0,7,2006,133700,0,0,0,6.946975992135418,1040,25,1
30,59.0,8263,2,4,4,2,6,5,1920,1950,0.0,3,3,3,3,1,0,1,0,1012,1012,3,1012,0,0,1012,0,0,1,0,2,1,3,6,8,1,1920.0,1,308,3,3,2,0,22,112,0,0,0,0,5,2007,118400,0,0,0,6.919683849847411,1012,30,1
20,84.0,10084,2,4,4,3,7,5,2005,2006,196.0,4,3,4,3,6,24,1,0,1528,1552,5,1552,0,0,1552,0,0,2,0,3,1,4,7,8,0,2005.0,3,782,3,3,2,144,20,0,0,0,0,0,7,2006,212900,0,0,0,7.347299700743164,1552,35,1
20,69.79733110925771,8926,2,3,4,3,4,3,1956,1956,0.0,3,3,3,3,1,0,1,0,672,672,5,960,0,0,960,0,0,1,0,3,1,3,5,8,0,1956.0,1,288,3,3,2,64,0,0,0,160,0,0,10,2009,112000,0,1,0,6.866933284461882,960,12,1
20,50.0,9405,2,4,4,3,5,9,1947,2008,0.0,3,5,3,3,1,0,1,0,698,698,5,698,0,0,698,0,1,1,0,2,1,3,4,8,0,1900.0,0,0,0,0,2,0,200,0,0,0,0,0,6,2009,118000,1,0,0,6.548219102762372,698,45,0
80,69.79733110925771,9125,2,3,4,3,7,5,1992,1992,170.0,3,3,4,3,1,0,1,0,384,384,4,812,670,0,1482,0,0,2,1,3,1,4,7,8,1,1992.0,2,392,3,3,2,100,25,0,0,0,0,0,7,2007,163900,0,1,0,6.699500340161678,1482,35,1
20,60.0,10434,2,4,4,3,4,5,1955,1955,0.0,3,3,3,3,1,0,1,0,1005,1005,3,1005,0,0,1005,0,0,1,0,2,1,2,5,8,1,1977.0,2,672,2,2,2,0,0,0,0,0,0,0,11,2009,115000,0,0,0,6.912742820493176,1005,20,1
120,53.0,3684,2,4,4,3,7,5,2007,2007,130.0,4,3,4,3,1,0,1,0,1373,1373,5,1555,0,0,1555,0,0,2,0,2,1,4,7,8,1,2007.0,3,660,3,3,2,143,20,0,0,0,0,0,6,2009,174000,0,0,0,7.349230824613334,1555,35,1
20,182.0,14572,2,1,4,3,7,5,2004,2004,0.0,4,3,4,3,6,1300,1,0,230,1530,5,1530,0,0,1530,1,0,2,0,3,1,4,7,8,1,2004.0,3,630,3,3,2,144,36,0,0,0,0,0,11,2007,259000,0,0,0,7.333023014386481,1530,35,1
60,59.0,11796,2,3,4,3,7,5,2004,2005,0.0,4,3,4,3,1,0,1,0,847,847,5,847,1112,0,1959,0,0,2,1,4,1,4,8,8,1,2004.0,2,434,3,3,2,100,48,0,0,0,0,0,7,2007,215000,0,0,0,6.741700694652055,1959,35,1
90,60.0,7200,2,4,4,3,5,5,1980,1980,180.0,3,3,4,3,6,936,1,0,0,936,3,936,0,0,936,1,0,1,0,2,1,3,4,8,0,1980.0,2,672,3,3,2,49,0,0,0,0,0,0,8,2007,140000,0,0,0,6.841615476477592,936,25,1
50,65.0,7804,2,4,4,3,4,3,1928,1950,0.0,3,3,3,3,4,622,1,0,500,1122,3,1328,653,0,1981,1,0,2,0,4,1,4,7,6,2,1981.0,2,576,3,3,2,431,44,0,0,0,0,0,12,2009,135000,0,0,0,7.191429330036379,1981,12,1
20,63.0,10712,2,4,4,3,5,5,1991,1992,0.0,3,3,4,3,4,212,1,0,762,974,3,974,0,0,974,0,0,1,0,3,1,3,5,8,0,1900.0,0,0,0,0,2,0,28,0,0,0,0,0,9,2007,93500,1,0,0,6.881411303642535,974,25,0
70,90.0,9900,2,4,4,3,6,4,1880,1950,0.0,3,3,3,3,1,0,1,0,1008,1008,3,1178,1032,0,2210,0,0,2,0,5,1,2,8,8,0,1930.0,1,205,2,3,0,0,48,0,0,0,0,0,5,2007,117500,0,0,0,7.071573364211532,2210,24,1
60,80.0,9828,2,3,4,3,8,5,1995,1995,0.0,4,3,4,3,6,584,1,0,544,1128,5,1142,878,0,2020,0,0,2,1,3,1,4,8,8,1,1995.0,2,466,3,3,2,0,155,0,0,0,0,0,6,2009,239500,0,0,0,7.040536390215956,2020,40,1
60,57.0,8773,2,3,4,3,6,5,1997,1997,0.0,3,3,4,3,1,0,1,0,916,916,4,916,684,0,1600,0,0,2,1,3,1,3,7,8,1,1997.0,2,460,3,3,2,100,38,0,0,0,0,0,8,2007,169000,0,0,0,6.82001636467413,1600,30,1
30,60.0,6180,2,4,4,3,6,5,1926,1950,0.0,3,3,3,3,1,0,1,0,960,960,3,986,0,0,986,0,0,1,0,2,1,3,5,8,1,1926.0,1,180,3,3,2,0,128,0,0,0,0,0,5,2007,102000,0,0,0,6.893656354602635,986,30,1
50,80.0,9600,2,4,4,3,6,5,1950,1950,0.0,3,3,3,3,4,280,1,0,752,1032,3,1032,220,0,1252,0,0,1,0,3,1,3,6,8,0,1950.0,1,288,3,3,2,0,0,96,0,0,0,0,4,2008,119000,0,0,0,6.939253946041508,1252,30,1
50,54.0,6342,2,4,4,3,5,8,1875,1996,0.0,3,4,3,3,1,0,1,0,780,780,4,780,240,0,1020,0,0,1,0,2,1,3,6,8,0,1900.0,0,0,0,0,0,0,0,176,0,0,0,0,5,2010,94000,1,0,0,6.659293919683638,1020,40,0
20,69.79733110925771,9819,2,3,4,2,6,5,1977,1977,0.0,3,3,3,3,5,1567,1,0,0,1567,3,1567,0,0,1567,1,0,2,0,2,1,4,5,8,2,1977.0,2,714,3,3,2,264,32,0,0,0,0,0,5,2009,196000,0,1,0,7.356918242356021,1567,30,1
30,98.0,8731,2,3,4,3,5,5,1920,1950,0.0,3,2,3,3,4,645,1,0,270,915,3,1167,0,0,1167,0,0,1,0,3,1,3,6,4,1,1972.0,2,495,3,3,2,0,0,216,0,126,0,0,5,2007,144000,0,0,0,7.062191632286556,1167,25,1
20,60.0,7350,2,4,4,3,5,7,1951,1951,0.0,3,3,3,3,5,852,1,0,100,952,3,952,0,0,952,1,0,1,0,2,1,3,4,8,0,1988.0,2,840,3,3,2,0,0,0,0,0,0,0,6,2008,139000,0,0,0,6.858565034791365,952,35,1
60,69.79733110925771,10304,2,3,4,3,5,7,1976,1976,44.0,3,4,3,3,5,381,1,0,399,780,5,1088,780,0,1868,1,0,2,1,4,1,4,9,8,1,1976.0,2,484,3,3,2,448,96,0,0,0,0,0,10,2009,197500,0,1,0,6.992096427415888,1868,35,1
60,77.0,9965,2,4,4,3,8,5,2006,2007,340.0,4,3,5,3,6,1150,1,0,316,1466,5,1466,1362,0,2828,1,0,3,0,4,1,4,11,8,1,2006.0,3,1052,3,3,2,125,144,0,0,0,0,0,4,2007,424870,0,0,0,7.290292882446597,2828,40,1
20,69.79733110925771,9000,2,4,4,3,5,3,1959,1959,0.0,3,3,3,3,6,288,1,0,718,1006,3,1006,0,0,1006,0,0,1,0,3,1,3,5,8,0,1900.0,0,0,0,0,2,0,24,0,0,0,0,0,7,2008,80000,1,1,0,6.913737350659685,1006,15,0
190,60.0,12180,2,4,4,3,4,4,1941,1950,0.0,3,2,4,3,4,348,1,0,324,672,2,672,252,0,924,1,0,1,0,2,1,2,5,8,0,1941.0,1,280,3,3,2,0,0,0,0,0,0,0,7,2010,80000,0,0,0,6.51025834052315,924,16,1
50,52.0,6240,2,4,4,3,5,6,1928,1950,0.0,3,3,3,3,1,0,1,0,1042,1042,5,1042,534,0,1576,0,0,1,0,3,1,3,8,8,1,1928.0,1,225,3,3,2,0,0,0,0,0,0,0,8,2006,149000,0,0,0,6.948897222313312,1576,30,1
20,69.79733110925771,11200,2,4,4,3,6,5,1985,1985,85.0,4,3,4,3,6,1258,1,0,40,1298,3,1298,0,0,1298,1,0,2,0,3,1,4,5,8,1,1985.0,2,403,3,3,2,165,26,0,0,0,0,0,5,2006,180000,0,1,0,7.168579897264035,1298,30,1
70,75.0,12000,2,4,4,3,7,7,1941,1950,0.0,3,3,3,3,3,275,1,0,429,704,5,860,704,0,1564,0,0,1,1,3,1,2,7,8,1,1941.0,1,234,3,3,2,0,0,0,0,0,0,0,7,2009,174500,0,0,0,6.756932389247553,1564,49,1
50,69.79733110925771,5700,2,4,4,3,7,7,1926,1950,0.0,3,3,3,3,1,0,1,0,572,572,3,572,539,0,1111,0,0,1,0,2,1,3,5,8,1,1982.0,1,288,3,3,2,0,0,176,0,0,0,0,8,2008,116900,0,1,0,6.349138991379798,1111,49,1
70,50.0,9000,2,4,4,3,7,9,1920,1988,0.0,3,4,3,3,5,624,1,0,26,650,5,832,650,0,1482,0,1,1,0,3,1,3,7,8,0,1930.0,2,324,3,3,2,0,0,0,0,0,0,0,7,2009,143000,0,0,0,6.723832440821209,1482,63,1
20,57.0,8280,2,3,4,3,6,5,1950,1950,0.0,3,3,3,3,1,0,1,0,932,932,5,932,0,0,932,0,0,1,0,2,1,4,4,8,1,1950.0,1,306,3,3,2,0,0,214,0,0,0,0,11,2007,124000,0,0,0,6.837332814685591,932,30,1
20,134.0,17755,2,4,4,3,5,4,1959,1959,132.0,3,3,3,3,4,176,1,0,1290,1466,3,1466,0,0,1466,0,0,1,1,3,1,2,6,8,2,1959.0,2,528,3,3,2,0,140,0,0,100,0,0,11,2006,149900,0,0,0,7.290292882446597,1466,20,1
20,90.0,14115,2,3,4,3,6,7,1956,2004,0.0,3,3,3,3,5,296,6,547,230,1073,5,1811,0,0,1811,0,0,1,0,2,1,5,6,8,1,1956.0,2,470,3,3,2,0,0,280,0,0,0,0,7,2006,230000,0,0,0,7.501634457883413,1811,42,1
30,69.79733110925771,5890,2,4,4,3,6,8,1930,2007,0.0,4,4,3,3,5,538,1,0,278,816,5,816,0,0,816,0,0,1,0,2,1,3,5,8,0,2002.0,1,432,3,3,2,0,0,96,0,0,0,0,6,2008,120500,0,1,0,6.704414354964107,816,48,1
60,69.79733110925771,13700,2,3,4,3,7,6,1965,1988,288.0,3,3,3,3,5,454,1,0,410,864,3,902,918,0,1820,0,0,1,2,4,1,4,8,8,2,1965.0,2,492,3,3,2,60,84,0,0,273,0,0,5,2008,201800,0,1,0,6.804614520062624,1820,42,1
20,90.0,10768,2,3,4,3,5,8,1976,2004,0.0,4,4,4,3,5,1157,1,0,280,1437,3,1437,0,0,1437,1,0,2,0,3,1,4,6,8,1,1976.0,2,528,3,3,2,0,21,0,0,180,0,0,7,2007,218000,0,0,0,7.270312886079025,1437,40,1
80,85.0,9350,2,4,4,3,5,8,1965,1999,0.0,3,4,3,3,5,633,1,0,586,1219,4,1265,0,0,1265,0,1,2,0,3,1,4,6,8,1,1965.0,2,502,3,3,2,0,92,0,96,0,0,0,10,2008,179900,0,0,0,7.142827401161621,1265,40,1
120,34.0,5001,2,3,4,3,7,5,2007,2008,166.0,4,3,4,3,6,904,1,0,410,1314,5,1314,0,0,1314,1,0,2,0,2,1,4,6,8,1,2008.0,2,626,3,3,2,172,62,0,0,0,0,0,7,2009,230000,0,0,0,7.1808311990445555,1314,35,1
20,92.0,11932,2,4,4,3,8,5,2007,2008,186.0,4,3,4,3,1,0,1,0,1580,1580,5,1580,0,0,1580,0,0,2,0,3,1,4,7,8,0,2008.0,3,830,3,3,2,0,24,0,0,0,0,0,6,2008,235128,0,0,0,7.365180126021013,1580,40,1
60,76.0,9120,2,4,4,3,6,6,1974,1974,270.0,4,3,3,3,5,442,1,0,459,901,3,943,933,0,1876,0,0,2,1,4,1,4,8,8,1,1974.0,2,540,4,3,2,0,69,0,0,0,0,0,7,2008,185000,0,0,0,6.849066282633458,1876,36,2
160,24.0,2280,2,4,4,3,6,5,1978,1978,0.0,3,3,4,3,5,311,1,0,544,855,2,855,601,0,1456,0,0,2,1,3,1,3,7,8,1,1978.0,2,440,3,3,2,26,0,0,0,0,0,0,7,2010,146000,0,0,0,6.75110146893676,1456,30,1
20,69.79733110925771,14778,2,3,4,3,6,7,1954,2006,72.0,4,3,3,3,4,728,1,0,568,1296,5,1640,0,0,1640,1,0,1,0,3,1,4,7,8,1,1993.0,2,924,3,3,2,108,0,0,216,0,0,0,11,2008,224000,0,1,0,7.402451520818244,1640,42,1
20,109.0,8724,2,4,4,3,5,5,1968,1968,0.0,3,3,4,3,4,492,1,0,402,894,4,894,0,0,894,0,0,1,0,3,1,3,5,8,1,1968.0,2,450,3,3,2,0,0,0,0,0,0,0,5,2007,129000,0,0,0,6.795705775173514,894,25,1
90,60.0,12900,2,4,4,3,4,4,1969,1969,0.0,3,3,4,3,6,1198,1,0,0,1198,3,1258,0,0,1258,2,0,0,2,0,2,3,6,8,0,1969.0,2,400,2,3,2,120,0,0,0,0,0,0,1,2008,108959,0,0,0,7.1372784372603855,1258,16,1
80,69.79733110925771,16157,2,3,4,3,5,7,1978,1978,0.0,3,3,4,3,5,680,3,391,289,1360,5,1432,0,0,1432,1,0,1,1,2,1,4,5,8,1,1978.0,2,588,3,3,2,168,180,0,0,0,0,0,6,2007,194000,0,1,0,7.266827347520591,1432,35,1
20,79.0,9541,2,3,4,3,7,5,2009,2009,268.0,4,3,4,3,1,0,1,0,1502,1502,5,1502,0,0,1502,0,0,2,0,3,1,4,7,8,0,2009.0,2,644,3,3,2,0,114,0,0,0,0,0,9,2009,233170,0,0,0,7.31455283232408,1502,35,1
20,64.0,10475,2,3,4,3,8,5,2008,2008,72.0,4,3,4,3,1,0,1,0,1694,1694,5,1694,0,0,1694,0,0,2,0,3,1,4,7,8,0,2008.0,3,776,3,3,2,160,33,0,0,0,0,0,2,2010,245350,0,0,0,7.434847875211999,1694,40,1
60,58.0,10852,2,3,4,3,6,5,2000,2000,0.0,3,3,4,3,6,786,1,0,173,959,5,959,712,0,1671,1,0,2,1,3,1,3,7,8,1,2000.0,2,472,3,3,2,0,38,0,0,0,0,0,2,2006,173000,0,0,0,6.8658910748834385,1671,30,1
70,120.0,13728,2,4,4,3,6,7,1935,1986,0.0,3,3,3,3,3,626,1,0,501,1127,5,1236,872,0,2108,0,0,2,0,4,1,4,7,8,2,1935.0,2,540,3,3,2,0,0,0,0,90,0,0,7,2008,235000,0,0,0,7.119635638017636,2108,42,1
60,118.0,35760,2,3,4,3,10,5,1995,1996,1378.0,4,4,5,3,6,1387,1,0,543,1930,5,1831,1796,0,3627,1,0,3,1,4,1,4,10,8,1,1995.0,3,807,3,3,2,361,76,0,0,0,0,0,7,2006,625000,0,0,0,7.5126175446745105,3627,50,1
80,76.0,9880,2,4,4,3,6,6,1977,1977,0.0,3,3,3,3,5,522,1,0,574,1096,3,1118,0,0,1118,1,0,1,0,3,1,3,6,8,1,1977.0,1,358,3,3,2,203,0,0,0,0,576,0,7,2008,171000,0,0,0,7.0192966537150445,1118,36,1
20,76.0,9120,2,4,4,3,6,6,1958,1958,0.0,3,3,3,3,5,662,1,0,599,1261,5,1261,0,0,1261,1,0,1,0,3,1,3,6,8,1,1958.0,2,433,3,3,2,0,0,0,0,288,0,1400,11,2008,163000,0,0,0,7.13966033596492,1261,36,1
160,35.0,4017,2,3,4,3,7,5,2006,2007,0.0,4,3,4,3,1,0,1,0,625,625,5,625,625,0,1250,0,0,2,1,2,1,4,5,8,0,2006.0,2,625,3,3,2,0,54,0,0,0,0,0,3,2008,171900,0,0,0,6.437751649736401,1250,35,1
50,138.0,18030,2,3,4,3,5,6,1946,1994,0.0,3,3,3,3,3,152,4,469,977,1598,3,1636,971,479,3086,0,0,3,0,3,1,5,12,4,1,1900.0,0,0,0,0,2,122,0,0,0,0,0,0,3,2007,200500,1,0,0,7.400009517162692,2607,30,0
70,80.0,16560,2,3,4,3,6,8,1932,1950,0.0,3,3,4,3,3,503,1,0,449,952,3,1170,1175,0,2345,0,0,2,1,4,1,3,9,8,1,1932.0,2,360,3,3,2,0,0,0,0,0,0,0,7,2006,239000,0,0,0,7.064759027791802,2345,48,1
50,85.0,10678,2,4,4,3,8,5,1992,2000,337.0,4,3,4,3,6,700,1,0,983,1683,5,2129,743,0,2872,0,0,2,1,4,1,4,9,8,1,1992.0,2,541,3,3,2,0,33,0,0,0,0,0,4,2007,285000,0,0,0,7.663407664893479,2872,40,1
20,37.0,6951,2,3,4,3,5,5,1984,1985,0.0,3,3,3,3,5,658,1,0,218,876,3,923,0,0,923,1,0,1,0,3,1,3,5,8,0,1984.0,1,264,3,3,2,362,0,0,0,0,0,0,10,2008,119500,0,0,0,6.827629234502852,923,25,1
50,69.79733110925771,3950,2,4,4,3,6,8,1926,2004,0.0,3,3,3,3,3,468,1,0,350,818,3,818,406,0,1224,0,0,1,0,3,1,3,5,8,0,1926.0,1,210,3,3,0,0,0,116,0,0,0,0,12,2009,115000,0,1,0,6.706862336602747,1224,48,1
50,54.0,7681,2,3,4,3,5,6,1921,1950,0.0,3,3,3,3,1,0,1,0,731,731,5,820,523,0,1343,0,0,1,1,3,1,3,7,8,1,1921.0,1,186,2,3,2,192,0,102,0,0,0,0,7,2009,154900,0,0,0,6.709304340258298,1343,30,1
20,77.0,8335,2,4,4,3,5,5,1954,1954,0.0,3,3,0,0,0,0,0,0,0,0,4,1124,0,0,1124,0,0,1,0,3,1,3,5,6,1,1900.0,0,0,0,0,0,0,36,190,0,0,0,0,4,2006,93000,1,0,0,7.024649030453636,1124,25,0
